text	category	priority	website		logo
24seven	Frame manufacturer	10	http://www.leisurelakesbikes.com/bikes/bmx-bikes/b/24seven	
3G	Frame manufacturer	10	http://www.3gbikes.com/	
3T	Manufacturer	10		
3rd Eye	Manufacturer	10		
3rensho	Frame manufacturer	10		
45North	Manufacturer	10		
4ZA	Manufacturer	10		
6KU	Frame manufacturer	10	http://6kubikes.com	
9 zero 7	Frame manufacturer	10	https://www.facebook.com/9Zero7Bikes	
A-Class	Manufacturer	10		
A-bike	Frame manufacturer	10	http://www.a-bike.co.uk/	
A2B e-bikes	Frame manufacturer	10	http://www.wearea2b.com/us/	
ABI	Manufacturer	10		
ACS	Manufacturer	10		
AGang	Frame manufacturer	10	http://www.agang.eu	
ALAN	Frame manufacturer	10	http://www.alanbike.it/	
AMF	Frame manufacturer	10		
AXA	Manufacturer	10	http://www.axa-stenman.com/en/bicycle-components/locks/frame-locks/defender/	
Aardvark	Manufacturer	10		
Abici	Frame manufacturer	10	http://www.abici-italia.it/en/index.html	
Abus	Manufacturer	10	http://www.abus.com/eng/Mobile-Security/Bike-safety-and-security/Locks	
Accelerade	Manufacturer	10		
Accell	Frame manufacturer	10	http://www.accell-group.com/uk/accell-group.asp	
Access	Frame manufacturer	10	https://www.performancebike.com/	
Acros	Manufacturer	10		
Acstar	Frame manufacturer	10	http://www.acstar.cz/	
Adams (Trail a bike)	Frame manufacturer	10	http://www.trail-a-bike.com/	
Adolphe Clément	Frame manufacturer	10		
Adventure Medical Kits	Manufacturer	10		
Aegis	Frame manufacturer	10	http://www.aegisbicycles.com/home.html	
Aerofix Cycles	Frame manufacturer	10	http://www.aerofixcycles.com/	
Affinity Cycles	Frame manufacturer	10	http://affinitycycles.com/	
AheadSet	Manufacturer	10		
Airborne	Frame manufacturer	10	http://www.airbornebicycles.com/	
Aist Bicycles	Frame manufacturer	10	http://aist-bike.com/	
Aladdin	Manufacturer	10		
Alcyon	Frame manufacturer	10		
Alex	Manufacturer	10		
Alexander Leutner & Co.	Frame manufacturer	10		
Alien Bikes	Frame manufacturer	10	http://alienbikes.com/	
Alienation	Manufacturer	10		
Alite Designs	Manufacturer	10		
All City	Frame manufacturer	100	http://allcitycycles.com	https://files.bikeindex.org/uploads/Ma/371/all-city.png
Alldays & Onions	Frame manufacturer	10		
Alliance	Frame manufacturer	10	http://alliancebicycles.com/	
Alton	Frame manufacturer	10	http://altonus.com/	
American Bicycle Company	Frame manufacturer	10		
American Classic	Manufacturer	10		
American Machine and Foundry	Frame manufacturer	10		
American Star Bicycle	Frame manufacturer	10		
Amoeba	Frame manufacturer	10	http://www.amoebaparts.com/	
And	Manufacturer	10		
Andiamo	Manufacturer	10		
Answer BMX	Manufacturer	10		
Apollo	Frame manufacturer	10	http://www.apollobikes.com/	
Aqua Sphere	Manufacturer	10		
Aquamira	Manufacturer	10		
Arai	Manufacturer	10		
Argon 18	Frame manufacturer	10	http://www.argon18bike.com/velo.html	
Asama	Frame manufacturer	10	http://www.asamabicycles.com/	
Asda	Frame manufacturer	10	http://direct.asda.com/Bikes/AD080202,default,sc.html	
Assos	Manufacturer	10		
Atala	Frame manufacturer	10		
Atomlab	Frame manufacturer	10	http://www.atomlab.com/	
Author	Frame manufacturer	10	http://www.author.eu/	
Avalon	Frame manufacturer	10	http://www.walmart.com/	
Avanti	Frame manufacturer	10	http://www.avantibikes.com/nz/	
Aventón	Frame manufacturer	10	http://aventonbikes.com/	
Avid	Manufacturer	10		
Axiom	Manufacturer	10		
Axle Release	Manufacturer	10		
Azonic	Frame manufacturer	10	http://www.oneal.com/index.php/home/azonic-prime	
Azor	Frame manufacturer	10	http://www.azor.nl/	
Aztec	Manufacturer	10		
Azzuri	Frame manufacturer	10	http://www.azzurribikes.com/	
BCA	Manufacturer	10		
BH Bikes (Beistegui Hermanos)	Frame manufacturer	10	http://bhbikes-us.com	
BMC	Frame manufacturer	10	http://www.bmc-racing.com	
BOB	Manufacturer	10	http://www.bobgear.com/bike-trailers	
BONT	Manufacturer	10		
BOX	Manufacturer	10		
BSD	Manufacturer	10		
BULLITT	Frame manufacturer	10	http://www.larryvsharry.com/english/	
Bacchetta	Frame manufacturer	10	http://www.bacchettabikes.com/	
Backpacker's Pantry	Manufacturer	10		
Backward Circle	Frame manufacturer	10	http://www.backwardcircle.com/	
Bahco	Manufacturer	10		
Bailey	Frame manufacturer	10	http://www.bailey-bikes.com	
Baladeo	Manufacturer	10		
Bamboo Cycles	Frame manufacturer	10	http://bamboocycles.com/	
Banjo Brothers	Manufacturer	10		
Banshee bikes	Frame manufacturer	10	http://www.bansheebikes.com	
Bantam (Bantam Bicycle works)	Frame manufacturer	10	http://www.bantambicycles.com/	
Bar Mitts	Manufacturer	10		
Barracuda	Frame manufacturer	10	http://www.barracudabikes.co.uk/	
Basso	Frame manufacturer	10	http://www.bassobikes.com/	
Batavus	Frame manufacturer	10	http://www.batavus.com/	
Bazooka	Frame manufacturer	10	http://www.bazookasports.com/	
BeOne	Frame manufacturer	10	http://www.beone-bikes.com/	
Beater Bikes	Frame manufacturer	10	http://beaterbikes.net/	
Bell	Manufacturer	10		
Bellwether	Manufacturer	10		
Benotto	Frame manufacturer	10		
Bergamont	Frame manufacturer	10	http://www.bergamont.de/	
Bertucci	Manufacturer	10		
Bianchi	Frame manufacturer	500	http://www.bianchi.com/	
Bickerton	Frame manufacturer	10		
Bicycle Research	Manufacturer	10		
Big Agnes Inc	Manufacturer	10		
Big Shot	Frame manufacturer	10	http://www.bigshotbikes.com/	
Bike Fit Systems	Manufacturer	10		
Bike Friday	Frame manufacturer	10	http://bikefriday.com/	
Bike Mielec	Frame manufacturer	10	http://www.bikemielec.com/	
Bike Ribbon	Manufacturer	10		
Bike-Aid	Manufacturer	10		
Bike-Eye	Manufacturer	10		
Bike-O-Vision	Manufacturer	10		
Bike4Life	Frame manufacturer	10		
BikeE recumbents	Frame manufacturer	10		
Bikes Belong	Manufacturer	10		
Bikeverywhere	Manufacturer	10		
Bilenky Cycle Works	Frame manufacturer	10	http://www.bilenky.com/Home.html	
Biomega	Frame manufacturer	10	http://biomega.dk/biomega.aspx	
BionX	Manufacturer	10		
Birdy	Frame manufacturer	10	http://www.birdybike.com/	
Biria	Frame manufacturer	10	http://www.biria.com/	
Birmingham Small Arms Company	Frame manufacturer	10		
Bishop	Frame manufacturer	10	http://bishopbikes.com/	
Black Diamond	Manufacturer	10		
Black Market	Frame manufacturer	10	http://www.blackmarketbikes.com	
Black Mountain Cycles	Frame manufacturer	10	http://www.blackmtncycles.com/	
Black Sheep Bikes	Frame manufacturer	10	http://blacksheepbikes.com/	
Blue	Frame manufacturer	10	http://www.rideblue.com/	
Boardman Bikes	Frame manufacturer	10	http://www.boardmanbikes.com/	
Bobbin	Frame manufacturer	10	http://www.bobbinbikes.co.uk/	
BodyGlide	Manufacturer	10		
Boeshield	Manufacturer	10		
Bohemian Bicycles	Frame manufacturer	10	http://www.bohemianbicycles.com/	
Bondhus	Manufacturer	10		
Bonk Breaker	Manufacturer	10		
Boo Bicycles	Frame manufacturer	10	http://boobicycles.com/	
Boreal	Frame manufacturer	10	http://borealbikes.com/	
Borealis (fat bikes)	Frame manufacturer	10	http://www.borealisbikes.com/	
Boreas Gear	Manufacturer	10		
Borile	Frame manufacturer	10	http://www.borile.it/gb_chi.html	
Bottecchia	Frame manufacturer	10	http://www.bottecchia.co.uk/	
Boulder Bicycles	Frame manufacturer	10	http://www.renehersebicycles.com/Randonneur%20bikes.htm	
Brannock Device Co	Manufacturer	10		
Brasil & Movimento	Frame manufacturer	10	http://www.brasilemovimento.com.br	
Brave Soldier	Manufacturer	10		
Breadwinner	Frame manufacturer	10	http://breadwinnercycles.com/	
Breakbrake17 Bicycle Co.	Frame manufacturer	10	http://breakbrake17.com/	
Breezer	Frame manufacturer	100	http://www.breezerbikes.com/	
Brennabor	Frame manufacturer	10	http://brennabor.pl/	
Bridgestone	Frame manufacturer	100	http://www.bridgestone.com/	
British Eagle	Frame manufacturer	10		
Brodie	Frame manufacturer	10	http://www.brodiebikes.com/2014/	
Broke Bikes	Frame manufacturer	10	https://brokebik.es/	
Brompton Bicycle	Frame manufacturer	10	http://www.brompton.co.uk/	
Brooklyn Bicycle Co.	Frame manufacturer	10	http://www.brooklynbicycleco.com/	
Brooks England LTD.	Manufacturer	10	http://www.brooksengland.com/	
Browning	Frame manufacturer	10		
Brunswick Corporation	Frame manufacturer	10	http://www.brunswick.com/	
Brush Research	Manufacturer	10		
Budnitz	Frame manufacturer	10	http://budnitzbicycles.com/	
Buff	Manufacturer	10		
Burley	Manufacturer	10		
Burley Design	Frame manufacturer	10	http://www.burley.com/	
Bushnell	Manufacturer	10		
Buzzy's	Manufacturer	10		
CCM	Frame manufacturer	10		
CDI Torque Products	Manufacturer	10		
CETMA Cargo	Frame manufacturer	10	http://cetmacargo.com/	
CHUMBA Racing	Frame manufacturer	10	http://chumbabikes.com/	
CRUD	Manufacturer	10		
CST	Manufacturer	10		
CVLN (Civilian)	Frame manufacturer	10	http://www.ridecvln.com/	
CX Tape	Manufacturer	10		
Caffelatex	Manufacturer	10		
Calcott Brothers	Frame manufacturer	10		
Calfee Design	Frame manufacturer	10	http://www.calfeedesign.com/	
California Springs	Manufacturer	10		
Caloi	Frame manufacturer	10	http://www.caloi.com/home/	
Camelbak	Manufacturer	10	http://www.camelbak.com/	
Camillus	Manufacturer	10		
Campagnolo	Manufacturer	10	http://www.campagnolo.com/	
Campion Cycle Company	Frame manufacturer	10		
Cane Creek	Manufacturer	10	http://www.canecreek.com/	
Canfield Brothers	Frame manufacturer	10	http://canfieldbrothers.com/	
Cannondale	Frame manufacturer	500	http://www.cannondale.com/	
Canyon bicycles	Frame manufacturer	10	http://www.canyon.com/	
Carmichael Training Systems	Manufacturer	10		
Carrera bicycles	Frame manufacturer	10	http://www.carrera-podium.it/	
CatEye	Manufacturer	10		
Catrike	Frame manufacturer	10	http://www.catrike.com/	
Cayne	Frame manufacturer	10	http://www.sun.bike/	
Centurion	Frame manufacturer	100	http://www.centurion.de/en_int	
CeramicSpeed	Manufacturer	10		
Cervélo	Frame manufacturer	100	http://www.cervelo.com/en/	
Chadwick	Manufacturer	10		
Challenge	Manufacturer	10		
Charge	Frame manufacturer	10	http://www.chargebikes.com/	
Chariot	Frame manufacturer	10	http://www.thule.com/en-us/us/products/active-with-kids	
Chase	Manufacturer	10		
Chater-Lea	Frame manufacturer	10		
Chicago Bicycle Company	Frame manufacturer	10		
Chris King	Manufacturer	10		
Christiania Bikes	Frame manufacturer	10	http://christianiabikes.com/en/	
Chromag	Frame manufacturer	10	http://www.chromagbikes.com	
Cielo	Frame manufacturer	10	http://cielo.chrisking.com/	
Cignal	Frame manufacturer	10		
Cilo	Frame manufacturer	10		
Cinelli	Frame manufacturer	10	http://www.cinelli-usa.com/	
Ciocc	Frame manufacturer	10	http://www.ciocc.it/	
Citizen Bike	Frame manufacturer	10	http://www.citizenbike.com/	
City Bicycles Company	Frame manufacturer	10	http://citybicycleco.com	
Civia	Frame manufacturer	10	http://www.civiacycles.com	
Clark-Kent	Frame manufacturer	10		
Claud Butler	Frame manufacturer	10	http://claudbutler.co.uk/	
Clean Bottle	Manufacturer	10		
Clement	Manufacturer	10		
Cloud Nine	Manufacturer	10		
Club Roost	Manufacturer	10		
Co-Motion	Frame manufacturer	10	http://www.co-motion.com/	
Coker Tire	Frame manufacturer	10	http://www.cokertire.com/	
Colnago	Frame manufacturer	10	http://www.colnago.com/bicycles/	
Colony	Frame manufacturer	10	http://www.colonybmx.com	
Colossi	Frame manufacturer	10	http://www.colossicycling.com/	
Columbia	Frame manufacturer	10		
Columbus Tubing	Frame manufacturer	10	http://www.columbustubi.com/	
Competition Cycles Services	Manufacturer	10		
Condor	Frame manufacturer	10	http://www.condorcycles.com/	
Conor	Frame manufacturer	10	http://www.conorbikes.com/	
Continental	Manufacturer	10		
Contour Sport	Manufacturer	10		
Cook Bros. Racing	Frame manufacturer	10		
Cooper Bikes	Frame manufacturer	10	http://www.cooperbikes.com	
Corima	Frame manufacturer	10	http://www.corima.com/	
Corratec	Frame manufacturer	10	http://www.corratec.com/	
Cortina Cycles	Frame manufacturer	10	http://www.cortinacycles.com/	
Cove	Frame manufacturer	10	http://covebike.com/	
Craft	Manufacturer	10		
Crank Brothers	Manufacturer	10		
Crank2	Frame manufacturer	10	http://www.crank-2.com	
Crazy Creek	Manufacturer	10		
Create	Frame manufacturer	10	http://www.createbikes.com/	
Creme Cycles	Frame manufacturer	10	http://cremecycles.com	
Crescent Moon	Manufacturer	10		
Crew	Frame manufacturer	10	http://crewbikeco.com/	
Critical Cycles	Frame manufacturer	10	http://www.criticalcycles.com/	
Crumpton	Frame manufacturer	10	http://www.crumptoncycles.com/	
Cube	Frame manufacturer	10	http://www.cube.eu/en/cube-bikes/	
CueClip	Manufacturer	10		
Cult	Frame manufacturer	10	http://www.cultcrew.com	
Currie Technology (Currietech)	Frame manufacturer	10	http://www.currietech.com/	
Currys	Frame manufacturer	10	http://www.currys.co.uk/gbuk/index.html	
Cyclamatic	Frame manufacturer	10		
Cycle Dog	Manufacturer	10		
Cycle Force Group	Frame manufacturer	10	http://www.cyclefg.com/	
Cycle Stuff	Manufacturer	10		
CycleAware	Manufacturer	10		
CycleOps	Manufacturer	10		
CyclePro	Frame manufacturer	10		
Cycles Fanatic	Frame manufacturer	10	http://www.cyclesfanatic.com/	
Cycles Follis	Frame manufacturer	10		
Cycleurope	Frame manufacturer	10	http://www.cycleurope.com	
Cyclo	Manufacturer	10		
Cycloc	Manufacturer	10		
Cyfac	Frame manufacturer	10	http://www.cyfac.fr/index.aspx	
CygoLite	Manufacturer	10		
Cytosport	Manufacturer	10		
DAJO	Manufacturer	10		
DEAN	Frame manufacturer	10	http://www.deanbikes.com	
DHS	Frame manufacturer	10	http://www.dhsbike.hu/	
DIG BMX	Manufacturer	10		
DK Bikes	Frame manufacturer	10	http://www.dkbicycles.com/	
DMR Bikes	Frame manufacturer	10	http://www.dmrbikes.com/	
DNP	Manufacturer	10		
DT Swiss	Manufacturer	10		
DZ Nuts	Manufacturer	10		
Da Bomb Bikes	Frame manufacturer	10	http://www.dabombbike.com/	
Daccordi	Frame manufacturer	10	http://www.daccordicicli.com/	
Dahon	Frame manufacturer	100	http://www.dahon.com/	
Davidson	Frame manufacturer	10	http://davidsonbicycles.com/	
Dawes Cycles	Frame manufacturer	10	http://www.dawescycles.com/	
De Rosa	Frame manufacturer	10	http://www.derosanews.com/	
DeBernardi	Frame manufacturer	10	http://www.zarbikes.com/zar/about-debernardi.html	
DeFeet	Manufacturer	10		
DeSalvo Cycles	Frame manufacturer	10	http://www.desalvocycles.com/	
Decathlon	Frame manufacturer	10	http://www.decathlon.fr	
Deco	Manufacturer	10		
Deda Elementi	Manufacturer	10		
Deity	Frame manufacturer	10	http://www.deitycomponents.com/	
Del Sol	Frame manufacturer	10	http://www.ridedelsol.com/bikes	
Della Santa	Frame manufacturer	10	http://dellasanta.com/	
Delta	Manufacturer	10		
Deluxe	Manufacturer	10		
Demolition	Manufacturer	10		
Den Beste Sykkel	Frame manufacturer	10	http://www.dbs.no/	
Dengfu	Frame manufacturer	10	http://dengfubikes.com/	
Derby Cycle	Frame manufacturer	10	http://www.derby-cycle.com/en.html	
Dermatone	Manufacturer	10		
Dero	Manufacturer	10		
Detroit Bikes	Frame manufacturer	10	http://detroitbikes.com/	
Deuter	Manufacturer	10		
Devinci	Frame manufacturer	10	http://www.devinci.com/home.html	
Di Blasi Industriale	Frame manufacturer	10	http://www.diblasi.it/?lng=en	
Dia-Compe	Manufacturer	10		
DiaTech	Manufacturer	10		
Diadora	Frame manufacturer	10	http://www.diadoraamerica.com/	
Diamant	Frame manufacturer	10	http://www.diamantrad.com/home/	
Diamondback	Frame manufacturer	500	http://www.diamondback.com/	
Dicta	Manufacturer	10		
Dimension	Manufacturer	10		
Discwing	Manufacturer	10		
Doberman	Frame manufacturer	10	 https://www.facebook.com/DobermannBikes	
Dodici Milano	Frame manufacturer	10	http://www.dodicicicli.com/	
Dolan	Frame manufacturer	10	http://www.dolan-bikes.com/	
Dorel Industries	Frame manufacturer	10	http://www.dorel.com/	
Dual Eyewear	Manufacturer	10		
Dualco	Manufacturer	10		
Dynacraft	Frame manufacturer	10	http://www.dynacraftbike.com/	
Dynamic Bicycles	Frame manufacturer	10	http://www.dynamicbicycles.com/	
Dyno	Frame manufacturer	10		
E-Case	Manufacturer	10		
E. C. Stearns Bicycle Agency	Frame manufacturer	10		
EAI (Euro Asia Imports)	Frame manufacturer	10	http://www.euroasiaimports.com/aboutus.asp	
EBC	Manufacturer	10		
EG Bikes (Metronome)	Frame manufacturer	10	http://www.egbike.com/	
EK USA	Manufacturer	10		
EMC Bikes	Frame manufacturer	10	http://www.emcbikes.com/	
ENVE Composites	Manufacturer	10		
ESI	Manufacturer	10		
EVS Sports	Manufacturer	10		
EZ Pedaler (EZ Pedaler electric bikes)	Frame manufacturer	10	http://www.ezpedaler.com/	
Eagle Bicycle Manufacturing Company	Frame manufacturer	10	http:// none	
Eagles Nest Outfitters	Manufacturer	10		
East Germany	Frame manufacturer	10	http://www.easternbikes.com/dealers/	
Eastern	Frame manufacturer	10	http://easternbikes.com/	
Easy Motion	Frame manufacturer	10	http://www.emotionbikesusa.com/	
Ebisu	Frame manufacturer	10	http://www.jitensha.com/eng/aboutframes_e.html	
Eddy Merckx	Frame manufacturer	10	http://www.eddymerckx.be/	
Edinburgh Bicycle Co-operative	Frame manufacturer	10	http://www.edinburghbicycle.com/	
EighthInch	Frame manufacturer	10	http://www.eighthinch.com	
Electra	Frame manufacturer	250	http://www.electrabike.com/	
Elevn Technologies	Manufacturer	10		
Elite SRL	Manufacturer	10		
Elliptigo	Frame manufacturer	10	http://www.elliptigo.com/	
Ellis	Frame manufacturer	10	http://www.elliscycles.com/	
Ellis Briggs	Frame manufacturer	10	http://www.ellisbriggscycles.co.uk/	
Ellsworth	Frame manufacturer	10	http:// www.­ellsworthride.­com	
Emilio Bozzi	Frame manufacturer	10	http:// none	
Endurance Films	Manufacturer	10		
Enduro	Manufacturer	10		
Endurox	Manufacturer	10		
Energizer	Manufacturer	10		
Engin Cycles	Frame manufacturer	10	http://www.engincycles.com/	
Enigma Titanium	Frame manufacturer	10	http://www.enigmabikes.com/	
Epic	Manufacturer	10		
Ergon	Manufacturer	10		
Esbit	Manufacturer	10		
Europa	Frame manufacturer	10	http://www.europacycles.com.au/	
Evelo	Frame manufacturer	10	http://www.evelo.com/	
Eveready	Manufacturer	10		
Evil	Frame manufacturer	10	http://www.evil-bikes.com	
Excess Components	Manufacturer	10		
Exustar	Manufacturer	10		
FBM	Frame manufacturer	10	http://fbmbmx.com	
FRAMED	Frame manufacturer	10	http://www.framedbikes.com/	
FSA (Full Speed Ahead)	Manufacturer	10		
Faggin	Frame manufacturer	10	http://www.fagginbikes.com/en	
Failure	Frame manufacturer	10	http://www.failurebikes.com/	
Fairdale	Frame manufacturer	10	http://fairdalebikes.com/	
Falco Bikes	Frame manufacturer	10	http://www.falcobike.com/	
Falcon	Frame manufacturer	10	http://www.falconcycles.co.uk/CORP/aboutFalcon.html	
Faraday	Frame manufacturer	10	http://www.faradaybikes.com/	
Fast Wax	Manufacturer	10		
Fat City Cycles	Frame manufacturer	10	http:// none	
Fatback	Frame manufacturer	10	http://fatbackbikes.com/	
Fausto Coppi	Frame manufacturer	10		
Federal	Frame manufacturer	10	http://www.federalbikes.com	
Felt	Frame manufacturer	500	http://www.feltbicycles.com/	
Fetish	Frame manufacturer	10	https://www.facebook.com/FetishCycles	
Fezzari	Frame manufacturer	10	http://www.fezzari.com/	
FiberFix	Manufacturer	10		
Fiction	Manufacturer	10		
Field	Frame manufacturer	10	http://www.fieldcycles.com/	
Finish Line	Manufacturer	10		
Finite	Manufacturer	10		
Firefly Bicycles	Frame manufacturer	10	http://fireflybicycles.com/	
Firefox	Frame manufacturer	10	http://www.firefoxbikes.com/	
Firenze	Frame manufacturer	10		
Firmstrong	Frame manufacturer	10	http://www.firmstrong.com/	
First Endurance	Manufacturer	10		
Fit bike Co.	Frame manufacturer	10		
Fizik	Manufacturer	10		
Fleet Velo	Frame manufacturer	10	http://fleetvelo.com/fv/	
Fleetwing	Frame manufacturer	10	http:// none	
Flybikes	Manufacturer	10		
Flying Pigeon	Frame manufacturer	10	http://flyingpigeon-la.com/	
Flying Scot	Frame manufacturer	10	http://www.flying-scot.com/core/welcome.html	
Flyxii	Frame manufacturer	10	http://www.flyxii.com/	
Focale44	Frame manufacturer	10	http://www.focale44bikes.com/	
Focus	Frame manufacturer	10	http://www.focus-bikes.com/int/en/home.html	
Foggle	Manufacturer	10		
Fokhan	Frame manufacturer	10		
Folmer & Schwing	Frame manufacturer	10		
Fondriest	Frame manufacturer	10	http://www.fondriestbici.com	
